model,ins_id,param_id,length,format,ori,hit,num,correct,total_score
o3,4,1,120,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
o3,4,2,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,4,3,120,0.0,1.0,0.25,0.08333333333333333,1.0,0.41666666666666663
o3,4,4,120,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
claude-sonnet-4-20250514,0,0,3,1.0,1.0,0.875,1.0,1.0,0.9821428571428571
claude-sonnet-4-20250514,0,1,3,1.0,1.0,0.875,0.5833333333333334,1.0,0.8630952380952381
claude-sonnet-4-20250514,0,2,3,1.0,1.0,0.75,0.5833333333333334,1.0,0.8452380952380952
claude-sonnet-4-20250514,0,3,3,0.6666666666666666,1.0,1.0,0.5833333333333334,0.5,0.7023809523809524
claude-sonnet-4-20250514,0,4,3,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,1,0,3,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
claude-sonnet-4-20250514,1,1,3,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,1,2,3,1.0,1.0,0.75,0.5833333333333334,1.0,0.8452380952380952
claude-sonnet-4-20250514,1,3,3,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,1,4,3,1.0,1.0,0.875,1.0,1.0,0.9821428571428571
claude-sonnet-4-20250514,2,0,3,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,2,1,3,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,2,3,1.0,1.0,0.75,0.5833333333333334,1.0,0.8452380952380952
claude-sonnet-4-20250514,2,3,3,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,4,3,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,3,0,3,0.40740740740740744,1.0,1.0,0.25,0.1111111111111111,0.46825396825396826
claude-sonnet-4-20250514,3,1,3,1.0,1.0,0.8125,0.5833333333333334,1.0,0.8541666666666667
claude-sonnet-4-20250514,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,3,3,3,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,3,4,3,0.5555555555555555,1.0,1.0,0.5833333333333334,0.3333333333333333,0.6428571428571429
claude-sonnet-4-20250514,4,0,3,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,4,1,3,1.0,1.0,0.8125,0.5833333333333334,1.0,0.8541666666666667
claude-sonnet-4-20250514,4,2,3,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
claude-sonnet-4-20250514,4,3,3,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,0,6,0.6666666666666666,1.0,1.0,0.5833333333333334,0.5,0.7023809523809524
claude-sonnet-4-20250514,0,1,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,2,6,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
claude-sonnet-4-20250514,0,3,6,0.9259259259259259,1.0,0.9375,0.5833333333333334,0.8888888888888888,0.8323412698412699
claude-sonnet-4-20250514,0,4,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,1,0,6,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
claude-sonnet-4-20250514,1,1,6,0.6410256410256411,1.0,1.0,0.5833333333333334,0.4615384615384615,0.6886446886446886
claude-sonnet-4-20250514,1,2,6,0.5,1.0,0.5,0.5833333333333334,0.25,0.5416666666666667
claude-sonnet-4-20250514,1,3,6,0.5555555555555555,1.0,1.0,0.25,0.3333333333333333,0.5476190476190476
claude-sonnet-4-20250514,1,4,6,0.8666666666666667,1.0,1.0,0.5833333333333334,0.8000000000000002,0.8095238095238095
claude-sonnet-4-20250514,2,0,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,1,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,2,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,3,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,4,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,3,0,6,0.9047619047619048,1.0,1.0,0.5833333333333334,0.8571428571428571,0.8299319727891156
claude-sonnet-4-20250514,3,1,6,0.8666666666666667,1.0,1.0,0.5833333333333334,0.8000000000000002,0.8095238095238095
claude-sonnet-4-20250514,3,2,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,3,3,6,0.7777777777777777,1.0,1.0,0.5833333333333334,0.6666666666666666,0.7619047619047619
claude-sonnet-4-20250514,3,4,6,0.6666666666666666,1.0,0.5,0.5833333333333334,0.5,0.630952380952381
claude-sonnet-4-20250514,4,0,6,0.9047619047619048,1.0,1.0,0.5833333333333334,0.8571428571428571,0.8299319727891156
claude-sonnet-4-20250514,4,1,6,0.6666666666666666,1.0,0.0,0.25,0.0,0.35714285714285715
claude-sonnet-4-20250514,4,2,6,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
claude-sonnet-4-20250514,4,3,6,0.9259259259259259,1.0,0.9375,0.5833333333333334,0.8888888888888888,0.8323412698412699
claude-sonnet-4-20250514,4,4,6,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,0,13,0.9259259259259259,1.0,0.9375,0.5833333333333334,0.8888888888888888,0.8323412698412699
claude-sonnet-4-20250514,0,1,13,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,2,13,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,3,13,0.5555555555555555,1.0,1.0,0.5833333333333334,0.3333333333333333,0.6428571428571429
claude-sonnet-4-20250514,0,4,13,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
claude-sonnet-4-20250514,1,0,13,0.16666666666666666,1.0,1.0,0.0,0.06666666666666667,0.33571428571428574
claude-sonnet-4-20250514,1,1,13,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,1,2,13,0.5555555555555555,1.0,1.0,0.5833333333333334,0.3333333333333333,0.6428571428571429
claude-sonnet-4-20250514,1,3,13,0.4222222222222222,1.0,1.0,0.0,0.13333333333333333,0.40476190476190477
claude-sonnet-4-20250514,1,4,13,1.0,1.0,0.9375,1.0,1.0,0.9910714285714286
claude-sonnet-4-20250514,2,0,13,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,1,13,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,2,13,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,3,13,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,4,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
claude-sonnet-4-20250514,3,0,13,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
claude-sonnet-4-20250514,3,1,13,1.0,1.0,0.875,1.0,1.0,0.9821428571428571
claude-sonnet-4-20250514,3,2,13,0.3846153846153846,1.0,1.0,0.25,0.07692307692307693,0.45604395604395603
claude-sonnet-4-20250514,3,3,13,0.8666666666666667,1.0,1.0,0.5833333333333334,0.8000000000000002,0.8095238095238095
claude-sonnet-4-20250514,3,4,13,0.5833333333333334,1.0,1.0,0.25,0.375,0.5625
claude-sonnet-4-20250514,4,0,13,0.9047619047619048,1.0,0.9166666666666666,0.5833333333333334,0.8571428571428571,0.8180272108843537
claude-sonnet-4-20250514,4,1,13,0.393939393939394,1.0,1.0,0.25,0.0909090909090909,0.4610389610389611
claude-sonnet-4-20250514,4,2,13,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,4,3,13,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,4,4,13,0.9259259259259259,1.0,1.0,0.5833333333333334,0.8888888888888888,0.8412698412698413
claude-sonnet-4-20250514,0,0,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
claude-sonnet-4-20250514,0,1,28,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,0,2,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,3,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
claude-sonnet-4-20250514,0,4,28,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,1,0,28,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,1,1,28,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,1,2,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,1,3,28,0.8666666666666667,1.0,1.0,0.5833333333333334,0.8000000000000002,0.8095238095238095
claude-sonnet-4-20250514,1,4,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,0,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,1,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,2,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,3,28,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
claude-sonnet-4-20250514,2,4,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,3,0,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,3,1,28,1.0,1.0,0.75,1.0,0.5,0.8571428571428571
claude-sonnet-4-20250514,3,2,28,0.7777777777777777,1.0,1.0,0.5833333333333334,0.6666666666666666,0.7619047619047619
claude-sonnet-4-20250514,3,3,28,0.4666666666666666,1.0,1.0,0.5833333333333334,0.0,0.5523809523809524
claude-sonnet-4-20250514,3,4,28,1.0,1.0,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.8214285714285714
claude-sonnet-4-20250514,4,0,28,0.9259259259259259,1.0,0.75,0.25,0.8888888888888888,0.7103174603174603
claude-sonnet-4-20250514,4,1,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,4,2,28,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
claude-sonnet-4-20250514,4,3,28,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,4,4,28,0.9259259259259259,1.0,0.875,0.25,0.8888888888888888,0.7281746031746031
claude-sonnet-4-20250514,0,0,60,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,1,60,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,2,60,0.9259259259259259,1.0,1.0,0.0,0.7222222222222222,0.638888888888889
claude-sonnet-4-20250514,0,3,60,1.0,1.0,0.9375,1.0,1.0,0.9910714285714286
claude-sonnet-4-20250514,0,4,60,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,1,0,60,0.8666666666666667,1.0,0.9375,0.5833333333333334,0.3,0.693452380952381
claude-sonnet-4-20250514,1,1,60,0.7777777777777777,1.0,1.0,0.5833333333333334,0.6666666666666666,0.7619047619047619
claude-sonnet-4-20250514,1,2,60,0.8666666666666667,1.0,1.0,0.5833333333333334,0.8000000000000002,0.8095238095238095
claude-sonnet-4-20250514,1,3,60,0.9047619047619048,1.0,1.0,0.5833333333333334,0.8571428571428571,0.8299319727891156
claude-sonnet-4-20250514,1,4,60,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
claude-sonnet-4-20250514,2,0,60,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,1,60,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,2,60,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,2,3,60,1.0,1.0,0.9375,1.0,1.0,0.9910714285714286
claude-sonnet-4-20250514,2,4,60,0.9047619047619048,1.0,1.0,0.5833333333333334,0.8571428571428571,0.8299319727891156
claude-sonnet-4-20250514,3,0,60,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
claude-sonnet-4-20250514,3,1,60,0.9047619047619048,1.0,0.8333333333333334,0.25,0.7142857142857143,0.6802721088435374
claude-sonnet-4-20250514,3,2,60,0.7777777777777777,1.0,1.0,0.5833333333333334,0.6666666666666666,0.7619047619047619
claude-sonnet-4-20250514,3,3,60,0.8666666666666667,1.0,0.75,0.25,0.6,0.6357142857142858
claude-sonnet-4-20250514,3,4,60,0.9047619047619048,1.0,0.9166666666666666,0.5833333333333334,0.8571428571428571,0.8180272108843537
claude-sonnet-4-20250514,4,0,60,0.9259259259259259,1.0,0.875,0.25,0.7777777777777778,0.7043650793650793
claude-sonnet-4-20250514,4,1,60,1.0,1.0,0.9375,1.0,1.0,0.9910714285714286
claude-sonnet-4-20250514,4,2,60,0.9259259259259259,1.0,0.9375,0.5833333333333334,0.8888888888888888,0.8323412698412699
claude-sonnet-4-20250514,4,3,60,0.8666666666666667,1.0,1.0,0.5833333333333334,0.4000000000000001,0.7238095238095238
claude-sonnet-4-20250514,4,4,60,1.0,1.0,1.0,1.0,1.0,1.0
claude-sonnet-4-20250514,0,0,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,0,1,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,0,2,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,0,3,120,0.16666666666666666,1.0,1.0,0.0,0.1111111111111111,0.34523809523809523
claude-sonnet-4-20250514,0,4,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,1,0,120,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
claude-sonnet-4-20250514,1,1,120,0.16666666666666666,1.0,1.0,0.0,0.10000000000000002,0.34285714285714286
claude-sonnet-4-20250514,1,2,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,1,3,120,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
claude-sonnet-4-20250514,1,4,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,2,0,120,0.16666666666666666,1.0,1.0,0.0,0.05555555555555555,0.33333333333333337
claude-sonnet-4-20250514,2,1,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,2,2,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,2,3,120,0.16666666666666666,1.0,0.9375,0.25,0.0,0.38392857142857145
claude-sonnet-4-20250514,2,4,120,0.16666666666666666,1.0,0.25,0.0,0.0,0.21428571428571427
claude-sonnet-4-20250514,3,0,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,3,1,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,3,2,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,3,3,120,0.16666666666666666,1.0,1.0,0.0,0.10526315789473684,0.34398496240601506
claude-sonnet-4-20250514,3,4,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,4,0,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,4,1,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,4,2,120,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
claude-sonnet-4-20250514,4,3,120,0.16666666666666666,1.0,1.0,0.0,0.0,0.32142857142857145
claude-sonnet-4-20250514,4,4,120,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
gemini-2.5-flash,0,0,3,0.3333333333333333,1.0,0.25,0.25,1.0,0.5357142857142857
gemini-2.5-flash,0,1,3,0.0,0.5,0.125,0.08333333333333333,0.0,0.1130952380952381
gemini-2.5-flash,0,2,3,0.3333333333333333,1.0,0.25,0.25,1.0,0.5357142857142857
gemini-2.5-flash,0,3,3,1.0,0.5,1.0,1.0,0.0,0.7142857142857143
gemini-2.5-flash,0,4,3,0.6666666666666666,1.0,0.5,0.3333333333333333,0.5,0.5595238095238095
gemini-2.5-flash,1,0,3,0.27777777777777773,0.5,0.16666666666666666,0.25,0.0,0.2261904761904762
gemini-2.5-flash,1,1,3,0.27777777777777773,1.0,0.16666666666666666,0.25,1.0,0.511904761904762
gemini-2.5-flash,1,2,3,0.16666666666666666,0.5,0.0,0.08333333333333333,0.0,0.13095238095238096
gemini-2.5-flash,1,3,3,0.6666666666666666,1.0,0.5,0.3333333333333333,0.5,0.5595238095238095
gemini-2.5-flash,1,4,3,0.0,0.5,0.25,0.08333333333333333,0.0,0.13095238095238096
gemini-2.5-flash,2,0,3,0.27777777777777773,1.0,0.16666666666666666,0.25,1.0,0.511904761904762
gemini-2.5-flash,2,1,3,0.5,0.5,0.5,0.25,0.0,0.32142857142857145
gemini-2.5-flash,2,2,3,0.0,0.5,0.16666666666666666,0.08333333333333333,0.0,0.11904761904761904
gemini-2.5-flash,2,3,3,1.0,0.5,1.0,1.0,0.0,0.7142857142857143
gemini-2.5-flash,2,4,3,0.5,1.0,0.5,0.25,1.0,0.6071428571428571
gemini-2.5-flash,3,0,3,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
gemini-2.5-flash,3,1,3,0.16666666666666666,0.5,0.0,0.08333333333333333,0.0,0.13095238095238096
gemini-2.5-flash,3,2,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gemini-2.5-flash,3,3,3,0.0,0.5,0.16666666666666666,0.08333333333333333,0.0,0.11904761904761904
gemini-2.5-flash,3,4,3,0.5,1.0,0.5,0.25,1.0,0.6071428571428571
gemini-2.5-flash,4,0,3,0.27777777777777773,0.5,0.16666666666666666,0.25,0.0,0.2261904761904762
gemini-2.5-flash,4,1,3,0.25,0.5,0.125,0.25,0.0,0.21428571428571427
gemini-2.5-flash,4,2,3,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,4,3,3,0.16666666666666666,0.5,1.0,0.5833333333333334,0.0,0.4166666666666667
gemini-2.5-flash,4,4,3,0.6666666666666666,1.0,0.0,0.25,0.0,0.35714285714285715
gemini-2.5-flash,0,0,6,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-flash,0,1,6,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,0,2,6,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-flash,0,3,6,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,0,4,6,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,1,0,6,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.5,0.39285714285714285
gemini-2.5-flash,1,1,6,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.5,0.39285714285714285
gemini-2.5-flash,1,2,6,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-flash,1,3,6,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,1,4,6,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,2,0,6,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,2,1,6,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.5,0.39285714285714285
gemini-2.5-flash,2,2,6,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,2,3,6,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,2,4,6,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.5,0.39285714285714285
gemini-2.5-flash,3,0,6,0.4444444444444444,1.0,0.0,0.0,0.0,0.23809523809523808
gemini-2.5-flash,3,1,6,0.3333333333333333,1.0,0.25,0.25,1.0,0.5357142857142857
gemini-2.5-flash,3,2,6,0.27777777777777773,1.0,0.16666666666666666,0.25,1.0,0.511904761904762
gemini-2.5-flash,3,3,6,0.0,1.0,0.5,0.08333333333333333,0.0,0.2380952380952381
gemini-2.5-flash,3,4,6,1.0,0.5,1.0,1.0,0.0,0.7142857142857143
gemini-2.5-flash,4,0,6,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.5,0.39285714285714285
gemini-2.5-flash,4,1,6,1.0,0.5,1.0,1.0,0.0,0.7142857142857143
gemini-2.5-flash,4,2,6,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-flash,4,3,6,0.0,0.5,0.125,0.08333333333333333,0.0,0.1130952380952381
gemini-2.5-flash,4,4,6,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,0,0,13,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,0,1,13,0.25,0.5,0.125,0.25,0.0,0.21428571428571427
gemini-2.5-flash,0,2,13,0.5,1.0,0.25,0.25,0.5,0.4642857142857143
gemini-2.5-flash,0,3,13,0.16666666666666666,1.0,0.5,0.5833333333333334,0.0,0.4166666666666667
gemini-2.5-flash,0,4,13,0.27777777777777773,1.0,0.16666666666666666,0.25,1.0,0.511904761904762
gemini-2.5-flash,1,0,13,0.5555555555555555,1.0,0.3333333333333333,0.25,0.5,0.4880952380952381
gemini-2.5-flash,1,1,13,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,1,2,13,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,1,3,13,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,1,4,13,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,2,0,13,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-flash,2,1,13,0.5,0.5,0.5,0.25,0.0,0.32142857142857145
gemini-2.5-flash,2,2,13,0.4444444444444444,1.0,0.3333333333333333,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,2,3,13,0.5,1.0,0.5,0.25,1.0,0.6071428571428571
gemini-2.5-flash,2,4,13,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-flash,3,0,13,0.27777777777777773,1.0,0.16666666666666666,0.25,1.0,0.511904761904762
gemini-2.5-flash,3,1,13,0.0,0.5,0.25,0.08333333333333333,0.0,0.13095238095238096
gemini-2.5-flash,3,2,13,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-flash,3,3,13,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,3,4,13,0.27777777777777773,0.5,0.16666666666666666,0.25,0.0,0.2261904761904762
gemini-2.5-flash,4,0,13,0.4444444444444444,1.0,0.0,0.0,0.0,0.23809523809523808
gemini-2.5-flash,4,1,13,0.16666666666666666,0.5,1.0,0.5833333333333334,0.0,0.4166666666666667
gemini-2.5-flash,4,2,13,0.5,1.0,0.5,0.25,1.0,0.6071428571428571
gemini-2.5-flash,4,3,13,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.5,0.39285714285714285
gemini-2.5-flash,4,4,13,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,0,0,28,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
gemini-2.5-flash,0,1,28,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.5,0.39285714285714285
gemini-2.5-flash,0,2,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,0,3,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,0,4,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,1,0,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,1,1,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,1,2,28,0.0,1.0,0.25,0.08333333333333333,0.0,0.20238095238095238
gemini-2.5-flash,1,3,28,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,1,4,28,0.16666666666666666,0.5,1.0,0.5833333333333334,0.0,0.4166666666666667
gemini-2.5-flash,2,0,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,2,1,28,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,2,2,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,2,3,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,2,4,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,3,0,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,3,1,28,0.0,1.0,0.0,0.08333333333333333,0.0,0.16666666666666669
gemini-2.5-flash,3,2,28,0.5,0.5,0.5,0.25,0.0,0.32142857142857145
gemini-2.5-flash,3,3,28,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
gemini-2.5-flash,3,4,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,4,0,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,4,1,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
gemini-2.5-flash,4,2,28,0.27777777777777773,1.0,0.0,0.08333333333333333,0.0,0.2261904761904762
gemini-2.5-flash,4,3,28,0.16666666666666666,1.0,1.0,0.5833333333333334,0.0,0.48809523809523814
gemini-2.5-flash,4,4,28,0.0,0.5,0.125,0.08333333333333333,0.0,0.1130952380952381
gemini-2.5-flash,0,0,60,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-flash,0,1,60,0.16666666666666666,1.0,1.0,0.5833333333333334,0.0,0.48809523809523814
gemini-2.5-flash,0,2,60,0.6666666666666666,1.0,1.0,0.5833333333333334,0.5,0.7023809523809524
gemini-2.5-flash,0,3,60,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,0,4,60,0.27777777777777773,1.0,0.16666666666666666,0.25,0.0,0.2976190476190476
gemini-2.5-flash,1,0,60,0.4166666666666667,1.0,0.125,0.08333333333333333,0.5,0.38095238095238093
gemini-2.5-flash,1,1,60,0.5,1.0,0.25,0.08333333333333333,0.5,0.41666666666666663
gemini-2.5-flash,1,2,60,0.4166666666666667,1.0,0.25,0.08333333333333333,0.5,0.3988095238095238
gemini-2.5-flash,1,3,60,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.5,0.39285714285714285
